/opt/conda/lib/python3.9/site-packages/torch/nn/parallel/_functions.py:68: UserWarning: Was asked to gather along dimension 0, but all input tensors were scalars; will instead unsqueeze and return a vector.
  warnings.warn('Was asked to gather along dimension 0, but all '
: 0.0009954337899543378, 'epoch': 0.02}
{'loss': 0.3529, 'learning_rate': 0.0002420091324200913, 'epoch': 3.03}
{'loss': 0.4457, 'learning_rate': 0.00024086757990867582, 'epoch': 3.04}
{'loss': 0.3864, 'learning_rate': 0.00023972602739726027, 'epoch': 3.04}
{'loss': 0.4077, 'learning_rate': 0.00023858447488584475, 'epoch': 3.05}
{'loss': 0.4306, 'learning_rate': 0.0002374429223744292, 'epoch': 3.05}
{'loss': 0.3865, 'learning_rate': 0.0002363013698630137, 'epoch': 3.05}
{'loss': 0.4047, 'learning_rate': 0.00023515981735159816, 'epoch': 3.06}
{'loss': 0.4212, 'learning_rate': 0.00023401826484018264, 'epoch': 3.06}
{'loss': 0.3205, 'learning_rate': 0.00023287671232876712, 'epoch': 3.07}
{'loss': 0.4145, 'learning_rate': 0.0002317351598173516, 'epoch': 3.07}
{'loss': 0.341, 'learning_rate': 0.00023059360730593606, 'epoch': 3.08}
{'loss': 0.4434, 'learning_rate': 0.00022945205479452056, 'epoch': 3.08}
{'loss': 0.3863, 'learning_rate': 0.00022831050228310502, 'epoch': 3.09}
{'loss': 0.3683, 'learning_rate': 0.0002271689497716895, 'epoch': 3.09}
{'loss': 0.3685, 'learning_rate': 0.00022602739726027398, 'epoch': 3.1}
{'loss': 0.4212, 'learning_rate': 0.00022488584474885846, 'epoch': 3.1}
{'loss': 0.4343, 'learning_rate': 0.0002237442922374429, 'epoch': 3.11}
{'loss': 0.4044, 'learning_rate': 0.00022260273972602742, 'epoch': 3.11}
{'loss': 0.389, 'learning_rate': 0.00022146118721461187, 'epoch': 3.11}
{'loss': 0.4219, 'learning_rate': 0.00022031963470319635, 'epoch': 3.12}
{'loss': 0.4177, 'learning_rate': 0.0002191780821917808, 'epoch': 3.12}
{'loss': 0.388, 'learning_rate': 0.0002180365296803653, 'epoch': 3.13}
{'loss': 0.4196, 'learning_rate': 0.00021689497716894976, 'epoch': 3.13}
{'loss': 0.4084, 'learning_rate': 0.00021575342465753424, 'epoch': 3.14}
{'loss': 0.3433, 'learning_rate': 0.00021461187214611872, 'epoch': 3.14}
{'loss': 0.3456, 'learning_rate': 0.0002134703196347032, 'epoch': 3.15}
{'loss': 0.3534, 'learning_rate': 0.00021232876712328765, 'epoch': 3.15}
{'loss': 0.4189, 'learning_rate': 0.00021118721461187216, 'epoch': 3.16}
{'loss': 0.4133, 'learning_rate': 0.0002100456621004566, 'epoch': 3.16}
{'loss': 0.4481, 'learning_rate': 0.0002089041095890411, 'epoch': 3.16}
{'loss': 0.4407, 'learning_rate': 0.00020776255707762557, 'epoch': 3.17}
{'loss': 0.4193, 'learning_rate': 0.00020662100456621005, 'epoch': 3.17}
{'loss': 0.4135, 'learning_rate': 0.0002054794520547945, 'epoch': 3.18}
{'loss': 0.3952, 'learning_rate': 0.000204337899543379, 'epoch': 3.18}
{'loss': 0.3532, 'learning_rate': 0.00020319634703196347, 'epoch': 3.19}
{'loss': 0.4072, 'learning_rate': 0.00020205479452054795, 'epoch': 3.19}
{'loss': 0.365, 'learning_rate': 0.00020091324200913243, 'epoch': 3.2}
{'loss': 0.4652, 'learning_rate': 0.0001997716894977169, 'epoch': 3.2}
{'loss': 0.3417, 'learning_rate': 0.00019863013698630136, 'epoch': 3.21}
{'loss': 0.4261, 'learning_rate': 0.00019748858447488584, 'epoch': 3.21}
{'loss': 0.4137, 'learning_rate': 0.00019634703196347032, 'epoch': 3.21}
{'loss': 0.4156, 'learning_rate': 0.0001952054794520548, 'epoch': 3.22}
{'loss': 0.382, 'learning_rate': 0.00019406392694063925, 'epoch': 3.22}
{'loss': 0.3984, 'learning_rate': 0.00019292237442922376, 'epoch': 3.23}
{'loss': 0.3397, 'learning_rate': 0.0001917808219178082, 'epoch': 3.23}
{'loss': 0.3972, 'learning_rate': 0.0001906392694063927, 'epoch': 3.24}
{'loss': 0.3681, 'learning_rate': 0.00018949771689497717, 'epoch': 3.24}
{'loss': 0.3679, 'learning_rate': 0.00018835616438356165, 'epoch': 3.25}
{'loss': 0.4374, 'learning_rate': 0.0001872146118721461, 'epoch': 3.25}
{'loss': 0.3852, 'learning_rate': 0.0001860730593607306, 'epoch': 3.26}
{'loss': 0.4033, 'learning_rate': 0.00018493150684931506, 'epoch': 3.26}
{'loss': 0.4047, 'learning_rate': 0.00018378995433789954, 'epoch': 3.26}
{'loss': 0.4171, 'learning_rate': 0.00018264840182648402, 'epoch': 3.27}
{'loss': 0.366, 'learning_rate': 0.0001815068493150685, 'epoch': 3.27}
{'loss': 0.4108, 'learning_rate': 0.00018036529680365296, 'epoch': 3.28}
{'loss': 0.3845, 'learning_rate': 0.00017922374429223746, 'epoch': 3.28}
{'loss': 0.4339, 'learning_rate': 0.00017808219178082192, 'epoch': 3.29}
{'loss': 0.4067, 'learning_rate': 0.0001769406392694064, 'epoch': 3.29}
{'loss': 0.4485, 'learning_rate': 0.00017579908675799085, 'epoch': 3.3}
{'loss': 0.413, 'learning_rate': 0.00017465753424657536, 'epoch': 3.3}
{'loss': 0.389, 'learning_rate': 0.0001735159817351598, 'epoch': 3.31}
{'loss': 0.4052, 'learning_rate': 0.0001723744292237443, 'epoch': 3.31}
{'loss': 0.3429, 'learning_rate': 0.00017123287671232877, 'epoch': 3.32}
{'loss': 0.4295, 'learning_rate': 0.00017009132420091325, 'epoch': 3.32}
{'loss': 0.3611, 'learning_rate': 0.0001689497716894977, 'epoch': 3.32}
{'loss': 0.4108, 'learning_rate': 0.0001678082191780822, 'epoch': 3.33}
{'loss': 0.4339, 'learning_rate': 0.00016666666666666666, 'epoch': 3.33}
{'loss': 0.3524, 'learning_rate': 0.00016552511415525114, 'epoch': 3.34}
{'loss': 0.3762, 'learning_rate': 0.00016438356164383562, 'epoch': 3.34}
{'loss': 0.4117, 'learning_rate': 0.0001632420091324201, 'epoch': 3.35}
{'loss': 0.421, 'learning_rate': 0.00016210045662100455, 'epoch': 3.35}
{'loss': 0.441, 'learning_rate': 0.00016095890410958906, 'epoch': 3.36}
{'loss': 0.405, 'learning_rate': 0.00015981735159817351, 'epoch': 3.36}
{'loss': 0.3334, 'learning_rate': 0.000158675799086758, 'epoch': 3.37}
{'loss': 0.3476, 'learning_rate': 0.00015753424657534247, 'epoch': 3.37}
{'loss': 0.3728, 'learning_rate': 0.00015639269406392695, 'epoch': 3.37}
{'loss': 0.4843, 'learning_rate': 0.0001552511415525114, 'epoch': 3.38}
{'loss': 0.4109, 'learning_rate': 0.00015410958904109589, 'epoch': 3.38}
{'loss': 0.4302, 'learning_rate': 0.00015296803652968037, 'epoch': 3.39}
{'loss': 0.3571, 'learning_rate': 0.00015182648401826485, 'epoch': 3.39}
{'loss': 0.381, 'learning_rate': 0.0001506849315068493, 'epoch': 3.4}
{'loss': 0.3897, 'learning_rate': 0.0001495433789954338, 'epoch': 3.4}
{'loss': 0.4477, 'learning_rate': 0.00014840182648401826, 'epoch': 3.41}
{'loss': 0.389, 'learning_rate': 0.00014726027397260274, 'epoch': 3.41}
{'loss': 0.4168, 'learning_rate': 0.00014611872146118722, 'epoch': 3.42}
{'loss': 0.3839, 'learning_rate': 0.0001449771689497717, 'epoch': 3.42}
{'loss': 0.3584, 'learning_rate': 0.00014383561643835615, 'epoch': 3.42}
{'loss': 0.3938, 'learning_rate': 0.00014269406392694066, 'epoch': 3.43}
{'loss': 0.3968, 'learning_rate': 0.0001415525114155251, 'epoch': 3.43}
{'loss': 0.3858, 'learning_rate': 0.0001404109589041096, 'epoch': 3.44}
{'loss': 0.4255, 'learning_rate': 0.00013926940639269407, 'epoch': 3.44}
{'loss': 0.3258, 'learning_rate': 0.00013812785388127855, 'epoch': 3.45}
{'loss': 0.3555, 'learning_rate': 0.000136986301369863, 'epoch': 3.45}
{'loss': 0.4281, 'learning_rate': 0.0001358447488584475, 'epoch': 3.46}
{'loss': 0.4029, 'learning_rate': 0.00013470319634703196, 'epoch': 3.46}
{'loss': 0.4029, 'learning_rate': 0.00013356164383561644, 'epoch': 3.47}
{'loss': 0.4521, 'learning_rate': 0.0001324200913242009, 'epoch': 3.47}
{'loss': 0.3679, 'learning_rate': 0.0001312785388127854, 'epoch': 3.47}
{'loss': 0.4327, 'learning_rate': 0.00013013698630136986, 'epoch': 3.48}
{'loss': 0.4025, 'learning_rate': 0.00012899543378995434, 'epoch': 3.48}
{'loss': 0.3966, 'learning_rate': 0.00012785388127853882, 'epoch': 3.49}
{'loss': 0.4145, 'learning_rate': 0.0001267123287671233, 'epoch': 3.49}
{'loss': 0.4053, 'learning_rate': 0.00012557077625570775, 'epoch': 3.5}
{'loss': 0.4083, 'learning_rate': 0.00012442922374429223, 'epoch': 3.5}
{'loss': 0.4175, 'learning_rate': 0.0001232876712328767, 'epoch': 3.51}
{'loss': 0.4242, 'learning_rate': 0.0001221461187214612, 'epoch': 3.51}
{'loss': 0.4173, 'learning_rate': 0.00012100456621004566, 'epoch': 3.52}
{'loss': 0.4489, 'learning_rate': 0.00011986301369863014, 'epoch': 3.52}
{'loss': 0.4378, 'learning_rate': 0.0001187214611872146, 'epoch': 3.53}
{'loss': 0.4135, 'learning_rate': 0.00011757990867579908, 'epoch': 3.53}
{'loss': 0.3737, 'learning_rate': 0.00011643835616438356, 'epoch': 3.53}
{'loss': 0.3966, 'learning_rate': 0.00011529680365296803, 'epoch': 3.54}
{'loss': 0.3746, 'learning_rate': 0.00011415525114155251, 'epoch': 3.54}
{'loss': 0.4215, 'learning_rate': 0.00011301369863013699, 'epoch': 3.55}
{'loss': 0.3792, 'learning_rate': 0.00011187214611872145, 'epoch': 3.55}
{'loss': 0.3727, 'learning_rate': 0.00011073059360730593, 'epoch': 3.56}
{'loss': 0.3948, 'learning_rate': 0.0001095890410958904, 'epoch': 3.56}
{'loss': 0.4191, 'learning_rate': 0.00010844748858447488, 'epoch': 3.57}
{'loss': 0.3701, 'learning_rate': 0.00010730593607305936, 'epoch': 3.57}
{'loss': 0.4016, 'learning_rate': 0.00010616438356164383, 'epoch': 3.58}
{'loss': 0.3586, 'learning_rate': 0.0001050228310502283, 'epoch': 3.58}
{'loss': 0.3914, 'learning_rate': 0.00010388127853881279, 'epoch': 3.58}
{'loss': 0.4167, 'learning_rate': 0.00010273972602739725, 'epoch': 3.59}
{'loss': 0.3964, 'learning_rate': 0.00010159817351598173, 'epoch': 3.59}
{'loss': 0.4597, 'learning_rate': 0.00010045662100456621, 'epoch': 3.6}
{'loss': 0.3831, 'learning_rate': 9.931506849315068e-05, 'epoch': 3.6}
{'loss': 0.3687, 'learning_rate': 9.817351598173516e-05, 'epoch': 3.61}
{'loss': 0.3833, 'learning_rate': 9.703196347031963e-05, 'epoch': 3.61}
{'loss': 0.364, 'learning_rate': 9.58904109589041e-05, 'epoch': 3.62}
{'loss': 0.375, 'learning_rate': 9.474885844748859e-05, 'epoch': 3.62}
{'loss': 0.3473, 'learning_rate': 9.360730593607305e-05, 'epoch': 3.63}
{'loss': 0.3835, 'learning_rate': 9.246575342465753e-05, 'epoch': 3.63}
{'loss': 0.407, 'learning_rate': 9.132420091324201e-05, 'epoch': 3.63}
{'loss': 0.4428, 'learning_rate': 9.018264840182648e-05, 'epoch': 3.64}
{'loss': 0.4027, 'learning_rate': 8.904109589041096e-05, 'epoch': 3.64}
{'loss': 0.4379, 'learning_rate': 8.789954337899542e-05, 'epoch': 3.65}
{'loss': 0.438, 'learning_rate': 8.67579908675799e-05, 'epoch': 3.65}
{'loss': 0.4375, 'learning_rate': 8.561643835616438e-05, 'epoch': 3.66}
{'loss': 0.4199, 'learning_rate': 8.447488584474885e-05, 'epoch': 3.66}
{'loss': 0.3818, 'learning_rate': 8.333333333333333e-05, 'epoch': 3.67}
{'loss': 0.3631, 'learning_rate': 8.219178082191781e-05, 'epoch': 3.67}
{'loss': 0.4061, 'learning_rate': 8.105022831050228e-05, 'epoch': 3.68}
{'loss': 0.4582, 'learning_rate': 7.990867579908676e-05, 'epoch': 3.68}
{'loss': 0.3793, 'learning_rate': 7.876712328767124e-05, 'epoch': 3.68}
{'loss': 0.4912, 'learning_rate': 7.76255707762557e-05, 'epoch': 3.69}
{'loss': 0.4722, 'learning_rate': 7.648401826484018e-05, 'epoch': 3.69}
{'loss': 0.4567, 'learning_rate': 7.534246575342465e-05, 'epoch': 3.7}
{'loss': 0.3632, 'learning_rate': 7.420091324200913e-05, 'epoch': 3.7}
{'loss': 0.4321, 'learning_rate': 7.305936073059361e-05, 'epoch': 3.71}
{'loss': 0.4048, 'learning_rate': 7.191780821917808e-05, 'epoch': 3.71}
{'loss': 0.4131, 'learning_rate': 7.077625570776256e-05, 'epoch': 3.72}
{'loss': 0.3943, 'learning_rate': 6.963470319634704e-05, 'epoch': 3.72}
{'loss': 0.3925, 'learning_rate': 6.84931506849315e-05, 'epoch': 3.73}
{'loss': 0.3641, 'learning_rate': 6.735159817351598e-05, 'epoch': 3.73}
{'loss': 0.446, 'learning_rate': 6.621004566210045e-05, 'epoch': 3.74}
{'loss': 0.3967, 'learning_rate': 6.506849315068493e-05, 'epoch': 3.74}
{'loss': 0.3652, 'learning_rate': 6.392694063926941e-05, 'epoch': 3.74}
{'loss': 0.3421, 'learning_rate': 6.278538812785387e-05, 'epoch': 3.75}
{'loss': 0.3386, 'learning_rate': 6.164383561643835e-05, 'epoch': 3.75}
{'loss': 0.3522, 'learning_rate': 6.050228310502283e-05, 'epoch': 3.76}
{'loss': 0.4026, 'learning_rate': 5.93607305936073e-05, 'epoch': 3.76}
{'loss': 0.3907, 'learning_rate': 5.821917808219178e-05, 'epoch': 3.77}
{'loss': 0.4231, 'learning_rate': 5.7077625570776254e-05, 'epoch': 3.77}
{'loss': 0.3981, 'learning_rate': 5.593607305936073e-05, 'epoch': 3.78}
{'loss': 0.3582, 'learning_rate': 5.47945205479452e-05, 'epoch': 3.78}
{'loss': 0.4053, 'learning_rate': 5.365296803652968e-05, 'epoch': 3.79}
{'loss': 0.4255, 'learning_rate': 5.251141552511415e-05, 'epoch': 3.79}
{'loss': 0.4585, 'learning_rate': 5.1369863013698626e-05, 'epoch': 3.79}
{'loss': 0.4035, 'learning_rate': 5.0228310502283106e-05, 'epoch': 3.8}
{'loss': 0.4269, 'learning_rate': 4.908675799086758e-05, 'epoch': 3.8}
{'loss': 0.3902, 'learning_rate': 4.794520547945205e-05, 'epoch': 3.81}
{'loss': 0.376, 'learning_rate': 4.6803652968036526e-05, 'epoch': 3.81}
{'loss': 0.342, 'learning_rate': 4.5662100456621006e-05, 'epoch': 3.82}
{'loss': 0.4003, 'learning_rate': 4.452054794520548e-05, 'epoch': 3.82}
{'loss': 0.3517, 'learning_rate': 4.337899543378995e-05, 'epoch': 3.83}
{'loss': 0.4266, 'learning_rate': 4.2237442922374425e-05, 'epoch': 3.83}
{'loss': 0.4191, 'learning_rate': 4.1095890410958905e-05, 'epoch': 3.84}
{'loss': 0.4233, 'learning_rate': 3.995433789954338e-05, 'epoch': 3.84}
{'loss': 0.385, 'learning_rate': 3.881278538812785e-05, 'epoch': 3.84}
{'loss': 0.3532, 'learning_rate': 3.7671232876712325e-05, 'epoch': 3.85}
{'loss': 0.3552, 'learning_rate': 3.6529680365296805e-05, 'epoch': 3.85}
{'loss': 0.4184, 'learning_rate': 3.538812785388128e-05, 'epoch': 3.86}
{'loss': 0.3897, 'learning_rate': 3.424657534246575e-05, 'epoch': 3.86}
{'loss': 0.4311, 'learning_rate': 3.3105022831050224e-05, 'epoch': 3.87}
{'loss': 0.3385, 'learning_rate': 3.1963470319634704e-05, 'epoch': 3.87}
{'loss': 0.4474, 'learning_rate': 3.082191780821918e-05, 'epoch': 3.88}
{'loss': 0.4304, 'learning_rate': 2.968036529680365e-05, 'epoch': 3.88}
{'loss': 0.4156, 'learning_rate': 2.8538812785388127e-05, 'epoch': 3.89}
{'loss': 0.3833, 'learning_rate': 2.73972602739726e-05, 'epoch': 3.89}
{'loss': 0.4442, 'learning_rate': 2.6255707762557077e-05, 'epoch': 3.89}
{'loss': 0.3837, 'learning_rate': 2.5114155251141553e-05, 'epoch': 3.9}
{'loss': 0.3657, 'learning_rate': 2.3972602739726026e-05, 'epoch': 3.9}
{'loss': 0.3862, 'learning_rate': 2.2831050228310503e-05, 'epoch': 3.91}
{'loss': 0.4002, 'learning_rate': 2.1689497716894976e-05, 'epoch': 3.91}
{'loss': 0.3664, 'learning_rate': 2.0547945205479453e-05, 'epoch': 3.92}
{'loss': 0.389, 'learning_rate': 1.9406392694063926e-05, 'epoch': 3.92}
{'loss': 0.3808, 'learning_rate': 1.8264840182648402e-05, 'epoch': 3.93}
{'loss': 0.4075, 'learning_rate': 1.7123287671232875e-05, 'epoch': 3.93}
{'loss': 0.4425, 'learning_rate': 1.5981735159817352e-05, 'epoch': 3.94}
{'loss': 0.3379, 'learning_rate': 1.4840182648401825e-05, 'epoch': 3.94}
{'loss': 0.4229, 'learning_rate': 1.36986301369863e-05, 'epoch': 3.95}
{'loss': 0.368, 'learning_rate': 1.2557077625570777e-05, 'epoch': 3.95}
{'loss': 0.3721, 'learning_rate': 1.1415525114155251e-05, 'epoch': 3.95}
{'loss': 0.4091, 'learning_rate': 1.0273972602739726e-05, 'epoch': 3.96}
{'loss': 0.3997, 'learning_rate': 9.132420091324201e-06, 'epoch': 3.96}
{'loss': 0.4093, 'learning_rate': 7.990867579908676e-06, 'epoch': 3.97}
{'loss': 0.426, 'learning_rate': 6.84931506849315e-06, 'epoch': 3.97}
{'loss': 0.4224, 'learning_rate': 5.707762557077626e-06, 'epoch': 3.98}
{'loss': 0.4043, 'learning_rate': 4.566210045662101e-06, 'epoch': 3.98}
{'loss': 0.4044, 'learning_rate': 3.424657534246575e-06, 'epoch': 3.99}
{'loss': 0.3744, 'learning_rate': 2.2831050228310503e-06, 'epoch': 3.99}
{'loss': 0.409, 'learning_rate': 1.1415525114155251e-06, 'epoch': 4.0}
{'loss': 0.4155, 'learning_rate': 0.0, 'epoch': 4.0}
{'train_runtime': 13530.7386, 'train_samples_per_second': 25.896, 'train_steps_per_second': 1.295, 'train_loss': 0.41506393012935167, 'epoch': 4.0}
